"draw","FOI","gamma","sigma","rho","prop_symp","immune_pct","R0_peak","attack_pct","total_reported","loglik","AIC","BIC","feasible"
605,0.009197414610933,0.530191375727537,1.33122341673812,0.295828255485032,0.482771721342719,9.59863516915834,2.86558307379489,60.6908249230714,8370.12756719732,-210.333228290463,432.666456580925,444.373918892414,TRUE
606,0.00569240164956723,0.532741481606081,1.63229087385851,0.29253893493363,0.566057755848424,6.0608353081057,2.63502293223924,50.5333400593028,8396.95243840684,-210.107148552946,432.214297105892,443.921759417381,TRUE
607,0.0200481057419179,0.510281110276144,1.35760871117971,0.21761748503459,0.511078096794825,19.6839583162757,3.22326018410158,86.2396962816607,8228.92576014547,-210.214351512557,432.428703025115,444.136165336603,TRUE
608,0.00300942250650481,0.525355770076278,1.89823907728665,0.254613089723904,0.541324682756406,3.25400376639153,2.47318141376941,58.8305716588175,8379.67548566021,-209.789654200895,431.57930840179,443.286770713278,TRUE
609,0.00354103270077776,0.561351474265786,1.5122805314865,0.345481980163383,0.48649058285777,3.81711004823784,2.56191061841188,48.6334927534953,8398.18997190037,-210.226160444026,432.452320888052,444.15978319954,TRUE
610,0.00941346932652574,0.533411653413041,1.88620029330257,0.235429954200777,0.562639197610689,9.81204823459343,2.62235702864007,65.4112490893665,8347.28502659402,-209.575122024563,431.150244049125,442.857706360614,TRUE
611,0.00971821166089363,0.525859972047303,2.23072404401793,0.267027430705013,0.443940045333491,10.1121586242338,2.54926300797664,73.0009460314484,8309.25739228045,-209.346915117201,430.693830234402,442.401292545891,TRUE
612,0.00462366456288393,0.577878403190681,1.77374209622004,0.293132865552168,0.529020391177944,4.95321060933866,2.45368827835382,53.25542915214,8384.76392614345,-209.686903192455,431.37380638491,443.081268696398,TRUE
613,0.00644734899287976,0.562829803758152,1.73347710726037,0.202610929154979,0.495251773502249,6.83502713283256,2.49272294353887,82.6086410614082,8249.3479285437,-209.809507410859,431.619014821717,443.326477133206,TRUE
614,0.00297154688077556,0.539847725805756,2.79150990219708,0.188690089810159,0.533598823550812,3.21375154418079,2.24677555213585,79.5856383868741,8284.47303938261,-209.244652817684,430.489305635368,442.196767946857,TRUE
615,0.00337785732386937,0.528206671825778,1.51375060395343,0.241390918387156,0.609848942634186,3.64463606891741,2.61565239122318,55.37086914463,8389.82713162235,-210.230838780835,432.461677561671,444.16913987316,TRUE
616,0.016222567085072,0.516346636441192,1.54104640865601,0.205987956865844,0.556111181462772,16.2717024053535,2.97259420050608,80.5956706437824,8257.3369223545,-209.929880031469,431.859760062938,443.567222374427,TRUE
617,0.024517360302728,0.539914106693157,1.65603905451928,0.300075525905182,0.456712407282592,23.4841295907165,3.14165142418185,73.8980778610476,8277.71795652353,-209.561323428136,431.122646856273,442.830109167761,TRUE
618,0.00592027283409455,0.558688210546017,1.78121844652468,0.223184563434214,0.473825653048867,6.29522908307655,2.47466681177736,78.1543755492293,8272.75756656539,-209.66207059464,431.324141189279,443.031603500768,TRUE
619,0.0137439059664094,0.553887825428788,2.28966078083895,0.204431721480533,0.498305174308546,13.9789140516524,2.59488829671998,88.7770955962763,8310.02078002148,-209.714953083124,431.429906166249,443.137368477737,TRUE
620,0.00557857809988434,0.548066227870666,1.50406803797482,0.282346075948745,0.476633257325347,5.94352170367269,2.62215323796456,61.8603580195312,8364.1115246655,-210.037032144473,432.074064288946,443.781526600435,TRUE
621,0.00365813653413096,0.557214727504697,2.23444717899781,0.232337640338335,0.5179276298517,3.9406861542252,2.32851599640036,67.5056679461711,8335.29446141795,-209.282009149076,430.564018298153,442.271480609641,TRUE
622,0.00653259764510188,0.585291627290221,1.4986898313575,0.342370323489577,0.622007266404091,6.92202416521079,2.6217793265287,39.7028491550513,8406.4522194525,-210.340208175337,432.680416350674,444.387878662162,TRUE
623,0.0260663241771003,0.511185842150434,1.38891447404392,0.236321452121754,0.583577830507944,24.7561479138045,3.42517016234269,74.7090421520675,8281.30337440509,-210.034983950975,432.06996790195,443.777430213439,TRUE
624,0.00420411277674608,0.542407098279258,1.26930496629939,0.29413188048789,0.490802483777312,4.5146292015864,2.72856824522288,56.9384217744691,8383.85366068165,-210.489581920521,432.979163841042,444.686626152531,TRUE
