"draw","R0","gamma","sigma","rho","prop_symp","immune_frac","total_infections","total_reported","peak_reported_wk","attack_pct","finite"
94,2.30128977079253,1.01047911648656,0.813752080050306,0.256693436617713,0.699173219144528,0,2123.70731696512,381.14849794785,44,1.98811769047474,TRUE
95,2.38500046748615,1.01814792377385,0.647920936328051,0.250753804497186,0.708971971286992,0,1994.95512406262,354.65797314043,44,1.86758577425821,TRUE
96,2.36759307374796,0.885317515929008,0.679712869473611,0.184631455993309,0.798410306853513,0,1410.88633945869,207.981093751199,44,1.32080728277353,TRUE
97,2.38437781417207,1.03247397289664,0.718917256440526,0.298472594018557,0.77069511773557,0,3029.31232914522,696.836868224044,44,2.83590369700919,TRUE
98,2.76904284568796,1.25380098038294,0.72437359072891,0.327359867503358,0.734713271539657,0,58580.225748942,14089.4604419036,42,54.8401289542614,TRUE
99,2.38823272261071,1.10729615213396,0.85271052037834,0.241639013440535,0.855066589282813,0,7361.5536593501,1521.02542349205,44,6.89154995258388,TRUE
100,2.23548293459764,0.837004631836834,0.788509381880966,0.233310215977828,0.791015216132606,0,646.960973513124,119.397896890208,44,0.605655283198955,TRUE
101,2.38683460273069,1.20236760905534,0.588328576412736,0.200465147157003,0.704526966963423,0,2129.49470401366,300.755142971258,44,1.99353557761997,TRUE
102,2.63704584581541,0.963350471256817,0.777954899086217,0.257149517343029,0.70620368984395,0,22402.030816008,4068.20740702005,44,20.9717569893353,TRUE
103,2.50949723325808,1.18772980170457,0.856386249769635,0.269065072250417,0.783843887800386,0,24645.0518455474,5197.76496271934,44,23.0715707222874,TRUE
104,2.57074273153332,1.06971835224989,0.74355079774861,0.286170043041647,0.794487147506142,0,16788.4690720332,3816.99982254672,44,15.7165971466329,TRUE
105,2.62510287823955,0.854182236584411,1.09244456671998,0.260565687702794,0.789480355806242,0,39116.3595983816,8046.68468827429,43,36.6189473866145,TRUE
106,2.07042659525783,1.06006362575003,0.872548115922682,0.235714543004859,0.775815490246898,0,305.241844571563,55.819879447722,43,0.285753458688975,TRUE
107,2.49377263232837,1.15646092371651,0.608588798965832,0.212256127021313,0.777033807248932,0,5187.22433783538,855.529877411314,44,4.8560422559777,TRUE
108,2.43833077072586,1.18573164669553,0.796841626029265,0.233961221012029,0.785865782504748,0,10809.4796975732,1987.453831959,44,10.11934066427,TRUE
109,2.72643297188014,1.39405292770641,0.820734056783612,0.214530723550243,0.877480270058969,0,70167.949120496,13208.8692368653,40,65.6880257634301,TRUE
110,2.29987863261099,0.868042201840085,0.882301057571406,0.23690595103319,0.839345272530465,0,1739.00635109251,345.794265657842,44,1.62797823543579,TRUE
111,2.22349967600096,1.08248273700817,0.789076975487589,0.275789489464209,0.720787250569011,0,1112.16995700089,221.083314201105,44,1.04116266335975,TRUE
112,2.20340768870204,0.982663572669816,0.594339478444017,0.209105041800214,0.774851359934508,0,325.287567819295,52.7048242222896,44,0.304519348267455,TRUE
113,2.33910577512728,0.799565799098664,0.713510722238302,0.286539860939303,0.765630896138284,0,998.738762718393,219.107075519951,44,0.934973565548018,TRUE
114,1.99481726380817,1.0159548210198,0.739043952683357,0.237834674055212,0.806231890774429,0,95.390048696249,18.2910321988425,43,0.0892998021870895,TRUE
115,2.87092748919183,1.1314323775626,0.582839289570907,0.230856523500008,0.730164586848362,0,40909.7414754403,6895.87931123661,44,38.2978295033143,TRUE
116,2.48511310001427,0.833521676891349,0.810751065787303,0.297058843678329,0.703186314658324,0,5428.22483715331,1133.88947472078,44,5.08165590446855,TRUE
117,2.16586103307381,0.985877760314048,0.633643638104086,0.198294152830601,0.799600822312225,0,287.265645472147,45.5477398473173,44,0.268924962995831,TRUE
118,2.5877130164748,1.15137928238983,0.905459820965849,0.222395946796688,0.809473851452913,0,42403.7069925221,7633.67237920681,43,39.6964117136511,TRUE
119,2.91029439739997,1.24968270270027,0.770108245641905,0.291823392034274,0.705770145282558,0,79800.8015580569,16435.7920649597,39,74.7058617843634,TRUE
120,2.49863619863415,1.09884097285116,0.712458941944464,0.250990862474142,0.925895363161874,0,8982.34944026174,2087.41964575181,44,8.40886485701343,TRUE
121,2.3733875118013,0.993591925185698,0.771421950449029,0.277821361452745,0.765509695135585,0,3190.21376135534,678.478538492663,44,2.98653226114523,TRUE
122,2.35962629795823,1.05305832847879,0.819746750732004,0.199185252879109,0.745396609232595,0,4198.7774741895,623.400939975009,44,3.93070349577748,TRUE
123,2.56107142429046,1.26653445441901,0.813018608782322,0.212994675995881,0.808569142404408,0,33766.4531906103,5815.28971826603,43,31.6106096148758,TRUE
124,2.4342347284888,1.00140061491396,0.665061568617538,0.308900764603869,0.855278402950363,0,3117.27647667604,823.572451792329,44,2.91825171005059,TRUE
125,2.31832689860236,1.19953799503244,0.752097903904626,0.246525836224453,0.825453553820569,0,3029.52702907336,616.495504173224,44,2.83610468926545,TRUE
126,2.31645433766624,0.820497786174642,0.69206123917031,0.2744066034937,0.832683951636052,0,818.953099151683,187.125848924559,44,0.766666447436513,TRUE
127,2.68427267328029,0.979833832945235,0.613191772104819,0.302642771537355,0.788146303221272,0,12766.7037735239,3045.20076253249,44,11.9516043564163,TRUE
128,2.67229538504139,1.11431988237425,0.678925478901587,0.194244694045472,0.712017307082885,0,25555.1665391809,3534.42223163658,44,23.9235784864079,TRUE
129,2.47723240323147,1.36659134859705,0.876205866677813,0.2398054912275,0.696945335721946,0,30411.7491154323,5082.75573033659,43,28.4700890427189,TRUE
130,2.28632903317542,0.911861687010937,1.01688720601193,0.204288648015575,0.805672061209599,0,2777.54767757183,457.155617131868,44,2.60021314133292,TRUE
131,2.58122700915303,1.0885391388521,0.63040689719105,0.252743101603844,0.723586938971437,0,9755.19748968689,1784.04619581533,44,9.13236986490067,TRUE
132,2.43602298911334,0.983643055208875,0.677168627633938,0.301959302368755,0.829583761176697,0,3216.78782770847,805.807067902363,44,3.01140968705155,TRUE
133,2.20615333011363,1.0640973057777,0.776503588615228,0.14989834187694,0.841084398123563,0,859.834694433492,108.405513469461,44,0.804937927760244,TRUE
134,2.64547821799913,1.08421611371365,0.735809576284596,0.265849466949551,0.70210731340553,0,27108.4345864706,5059.92092729229,44,25.3776770141084,TRUE
135,2.31019777065418,0.910189514953993,0.745661460812089,0.222096251837239,0.763940050302879,0,1287.89191441066,218.514330989454,44,1.20566552556699,TRUE
136,2.72681928687321,1.20698274791156,0.602494347433677,0.157948618562182,0.878859365247692,0,27022.9611188478,3751.18215063385,44,25.2976606617186,TRUE
137,2.42187532068224,0.94229191383402,0.779025864267338,0.198459072778066,0.943310528346597,0,4236.1944634169,793.051750140974,44,3.965731570321,TRUE
138,2.29257571449346,0.759916875762533,0.80079861488649,0.24305580396884,0.807266769133877,0,838.464755144585,164.515902080642,44,0.784932367669523,TRUE
139,2.55058000062829,1.04891591754078,0.910536081980895,0.264024546933546,0.848948013055239,0,27991.4543782998,6274.09176421385,43,26.2043197699867,TRUE
140,2.59520378490559,0.875125316358311,0.862892720081517,0.228271768916125,0.788233647081944,0,18010.4463931084,3240.6464359609,44,16.8605564436513,TRUE
141,2.47590836008612,1.58983881233349,0.524294682722114,0.191871295721709,0.815333403131309,0,4996.72525574303,781.683084552629,44,4.677705725279,TRUE
142,2.59846914772368,0.96650929530922,0.827901514645063,0.168635066462746,0.848571983601813,0,21967.8347001379,3143.57502075348,44,20.5652824378748,TRUE
143,2.6341547552745,1.34271428348594,0.879773683684727,0.159478092566808,0.660650764075461,0,60379.5258329192,6361.54600753945,42,56.5245514256873,TRUE
144,2.4332817935297,1.2128134700594,0.690692134984521,0.289785488223992,0.756167329542293,0,6184.81648910952,1355.25606952932,44,5.78994241631672,TRUE
145,2.13103072764757,1.09939194045705,0.844984465654169,0.289591058147504,0.77116280205055,0,566.258711496273,126.457944077437,44,0.530105515349441,TRUE
146,2.32224382745701,1.11685693034291,0.855354249057919,0.246007730375095,0.783029418129716,0,4139.14426697001,797.328699522596,44,3.87487761371467,TRUE
147,2.57680273943148,1.04312675849412,0.686722947390494,0.254463536392056,0.743531352642474,0,11875.3944754993,2246.8438421673,44,11.1172013438488,TRUE
148,2.64228995341348,0.831308882926496,0.790509206056375,0.177469329903089,0.792594485361134,0,15251.4393353932,2145.28594474051,44,14.2777001829182,TRUE
149,2.76529987644616,1.58104034628786,0.81335920619604,0.319471797579523,0.78545901415234,0,78349.9529338932,19660.5106384697,38,73.3476436377955,TRUE
150,1.93435723501224,1.15086172757642,0.762257169427291,0.181772959086582,0.820533631309028,0,66.2615028998878,9.88295790231476,43,0.0620309894213516,TRUE
151,2.46869572131147,1.13707051609077,0.728870689931906,0.191612211426561,0.884166218934354,0,8588.99850844476,1455.12274233243,44,8.04062769934915,TRUE
152,2.27070889905682,0.988083906566561,0.728183461094202,0.374398792188308,0.757600446258752,0,1054.80232753185,299.18908135648,44,0.987457711600685,TRUE
153,2.7915338379251,1.20826495299018,0.898348545802554,0.198805559158459,0.771969492814736,0,76134.0557151622,11684.432602577,39,71.2732219763736,TRUE
154,2.59952520415513,0.950829777345174,0.822164145088268,0.200705842857679,0.771211574505249,0,20535.4548657651,3178.61465676936,44,19.2243539278835,TRUE
155,2.11435292631929,0.837508976327034,0.916515016850542,0.31895731339129,0.794004948267661,0,319.56609497694,80.9312911919482,43,0.299163166988335,TRUE
156,2.3930515388207,1.02564246728661,0.702374066361764,0.242874451687662,0.717697809128096,0,2931.75895473392,511.036257489484,44,2.74457868819876,TRUE
157,2.52621691724914,1.1276525598714,0.735163224975276,0.229971848268093,0.735451470941477,0,13605.6192794223,2301.16102988101,44,12.7369586963324,TRUE
158,2.46199540622337,1.07080348218258,0.614726200211641,0.23590322427482,0.777078686065347,0,3430.11788686001,628.793321197206,44,3.21111953460027,TRUE
159,3.0179743831242,1.02907907706187,0.759685065599764,0.271995436005544,0.827989736326955,0,79853.0831615338,17983.6672898778,39,74.7548054311307,TRUE
160,2.2964885727274,1.11471936581777,0.808556109498756,0.190583966140412,0.839776202817853,0,2625.40745021783,420.19089497715,44,2.45778641660534,TRUE
161,2.44347602692832,0.809447509333098,0.861068349472323,0.240150034673901,0.7963013283486,0,4342.61327331074,830.445716541036,44,4.06535599448675,TRUE
162,2.3963798386373,0.755747595545753,0.91315763098659,0.245176953471531,0.772086184057445,0,2822.47633439772,534.288386858625,44,2.64227329563539,TRUE
163,2.58789632762483,0.971844541343362,0.814868792987679,0.338594648442431,0.806368035445593,0,19733.0506519593,5387.75234144472,44,18.4731797902634,TRUE
164,2.47209552157276,0.915170416576152,0.82422817629397,0.182559515832944,0.744925605808739,0,7133.21025683888,970.068502312989,44,6.67778529941854,TRUE
